Rating,Ulasan,Sentimen,Tanggal
4,Pasang paket premium Harian atau mingguan dong biar yang pgn nyoba² bisa terjangkau dan brani ambil bulanan,Positif,10/20/2024 16:39
1,beli paket gak bisa,Negatif,10/20/2024 16:29
2,Sering macet & gabisa diplay paadahal lagi seru nonton,Negatif,10/20/2024 15:47
3,Ini terlalu mahal masa pulsa seratus masik ngk bisa... Masih kurang saldo,Negatif,10/20/2024 15:25
5,Coba masukan vision nya,Positif,10/20/2024 14:30
1,trans7 kenapa tidak bisa???,Negatif,10/20/2024 14:17
1,Saya sdh beli paket tapi tdk bisa nonton bola,Negatif,10/20/2024 14:09
1,layar sering hitam di tv vidio,Negatif,10/20/2024 14:05
2,"Maaf ksih bintang 2 krna setiap nonton Bnyk iklanyaa wktu nonton+Nyari judul drama susah g muncul""",Negatif,10/20/2024 13:51
1,"kecewa banget pdhl saldo udah cukup tapi swtiap mau berlangganan selalu gabisa. selalu ada bacaan ""saldo/pulsa anda tidak cukup"" pdhl saldonya cukup",Negatif,10/20/2024 13:50
3,"Kenapa sih tiap nonton salah satu channel TV malam hari pasti muncul diarahkan dalam ...detik lalu muncul broadcasts rights restrictions, trus kebuka sendiri film apalah itu, percuma dong udah maketin mahal2,",Negatif,10/20/2024 13:41
2,Saya sudah beli paket langganan kok ga bisa juga,Negatif,10/20/2024 13:35
5,"Saya sudah update, tapi kenapa vidio dri Televisi minta update terus, jdi tidak bisa nonton Bola. Mohon konfirmasi ny donk.",Negatif,10/20/2024 11:38
1,"Pantes lumayan banyak juga yang review kasih bintang satu, baru di update bukannya membaik malah memburuk, ngelag melulu setiap live (khususnya Indosiar), ayolah developer aplikasi ini hargai orang yg di perantauan tanpa tv, nonton tv di aplikasi ini dan berlangganan biar tanpa iklan tapi kok ngelag loading melulu",Negatif,10/20/2024 11:15
5,Bagus sekali,Positif,10/20/2024 10:51
4,Mahal biaya langgananny,Negatif,10/20/2024 9:38
1,Pembayaran ribet ga bisa menggunakan pulsa telkomsel,Negatif,10/20/2024 9:33
5,Memuaskan,Positif,10/20/2024 9:22
1,"Nggk ngerti lg cara bayar pake mbank,ribet harus nya apl nya di bikin yang vleksibel",Negatif,10/20/2024 8:20
1,Siaran ulang persib vs persebaya mana woooooy.... Udh langganan tapi siaran ulangnya kagak ada.. Parah banget sih lu...,Negatif,10/20/2024 7:54
1,Ini saya perpanjang paket tetapi tidak bisa di gunakan kalau mau komplen kemana inj,Negatif,10/20/2024 7:29
1,Gdbudu,Negatif,10/20/2024 7:09
1,Saya ingin pengembalian dana saya di kembalilan karena pembelian tanpa sepengetahuan,Negatif,10/20/2024 6:32
5,Ok,Positif,10/20/2024 5:18
4,"Udh puas dengan fitur yg ada, cuman saran saya minta tlg tambahkan fitur download smua video jadi tidak perlu satu satu dlm klik tombol downloadnya, dan juga sesudah didownload lbh baik digabung dlm kategori terpisah sesuai judulnya trima kasih",Negatif,10/20/2024 5:17
5,Bagus,Positif,10/20/2024 5:17
1,apk dancok,Negatif,10/20/2024 3:34
1,Kurang,Negatif,10/20/2024 3:16
5,Q suka menikmati film nyya,Positif,10/20/2024 2:41
5,Ok,Positif,10/20/2024 2:38
3,Bisa upload video di aplikasi ini?,Negatif,10/20/2024 0:35
1,"Serba berbayar padahal langganan, film juga cuma itu² aja jauh sma apps sebelah (Wetv) saran gw mending ke we tv",Negatif,10/19/2024 22:34
4,Kenapa Skrng Di Pencarian Gk Ada Film India ( Bollywood ) Padahall Enak Nonton Di Vidio Dr Pd Di Youtube. Plisss Masukan Lah Beberapa Film India Biar Saya Tambah Bintang Nya.,Negatif,10/19/2024 20:25
1,Film tidak lengkap,Negatif,10/19/2024 19:24
1,Paket masa berlaku 6 november baru 20 oktober sudah mati,Negatif,10/19/2024 19:11
1,"Pantas saja nilai jelek dapat voucher dari axis ketika di claim habis, selalu begitu, udah kedua kalinya saya coba selalu habis alasannya.",Negatif,10/19/2024 18:03
1,Sudah beli paket seri A tp ga bisa buat nonton di suruh aktifin lagi.. pdhl masa aktif sampe 6 november hmm... Makin kesini makin anehhh,Negatif,10/19/2024 17:48
5,Wow oce,Positif,10/19/2024 17:33
1,bagaimana ini min..langganan baru aktif tanggal 5 oktober ini baru tg 19 lha kok suruh beli paketan lagi..,Negatif,10/19/2024 16:30
1,"Padahal udah langganan setahun demi nonton serie a, eh skrg malah disuruh beli adds on serie a lagi,, pokkk kapokkkkkk",Negatif,10/19/2024 16:24
1,"Parah, di awal paket platinum include serie A, tiba2 sekarang disuruh beli lagi Add on kalau mau nonton serie A, yg bener aja.",Negatif,10/19/2024 16:21
1,"Baru langganan per 6 Oktober kemarin, pas seri A baru tayang lagi di vidio, harga 15K, lah ini mau nonton tayangannya Seri A udah ga bisa, malah disuruh beli paket lagi yg udah naik! Kacau makin kesini vidio kok makin kesana, bae bae udah deket jurang!",Negatif,10/19/2024 16:11
5,Bagus,Positif,10/19/2024 15:54
1,Lagi nonton bola Kok sering kali macet lebih dari 20x Dan ada tulisan perangkat tdk terhubung ke wifi. Harus ditekan coba lagi baru jadi. Sangat mengganggu gangguan tersebut. Padahal wifi lancar jaya. Harus dipencet baru bisa jadi capek,Negatif,10/19/2024 15:51
5,Cara langganan 1 tahunnya ndak ada,Negatif,10/19/2024 14:27
1,Udah harga naik. Pilihan premier league gak ada yang 1 tahun. Jatuhnya jadi mahal banget,Negatif,10/19/2024 14:24
1,"aplikasi tolol bayar mulu setiap hari harganya mahal lagi sampe duit bunda gw habis,bangkrutlah bundaku,tolong aplikasi jangan tolol ya jangan bayar terus ya terus hargnya jangan makin mahal jadiin murah sepert Rp 1,000- atau Rp 2,000 ya",Negatif,10/19/2024 14:09
4,Nggak bisa langganan 1 tahun liga inggris.,Negatif,10/19/2024 13:20
1,"Nonton BRI liga 1 dulu cuma ngaktipkan Platinum aja, sekarang ada pertandingan yg hanya bisa di tonton kalo sudah langganan Premium, Admin nya kalo jadi anggota DPR udah Korupsi berapa M kayaknya itu, manusia manusia otak Licik semoga kecelakaan secepatnya, aminnnnn",Negatif,10/19/2024 12:58
1,Pasang iklan berlebihan. MUAK,Negatif,10/19/2024 12:47
5,Jadi mahallll,Negatif,10/19/2024 10:42
1,Apk ini boros banget kouta,Negatif,10/19/2024 10:40
4,Good,Positif,10/19/2024 10:03
1,Sudah bayar langganan tapi masih tidak bisa buat nonton,Negatif,10/19/2024 8:38
2,"Udah bisa beli paket,tidak bisa di buka gimna",Negatif,10/19/2024 8:38
5,Mantap,Positif,10/19/2024 6:19
1,Kenapa aplikasinya kalau kita nonton tayangan sport live streaming layarnya hitam,Negatif,10/19/2024 4:41
5,Developernya baik gak kayak di klikfilm masa cuma mau nonton satu vidio hrs bayar,Positif,10/19/2024 4:39
1,"Wkt dpt gratis aja,ga kepake,mlh bundling sama paket XL, byr lgi 5rb Ga rela aja...kyk maksa bgt",Negatif,10/19/2024 3:49
5,Top,Positif,10/19/2024 3:22
1,Tolong jangan sinetron saleha premier atau siaran live nya tolong min hargai yang tidak mampu beli langganan,Negatif,10/19/2024 2:08
5,Berbagai Genre Lengkap,Positif,10/19/2024 0:41
1,Jelek Mau beli paket aja Susahnya minta ampun Kasih bintang 1,Negatif,10/19/2024 0:17
3,"Aplikasi di android tv sering nge stuck dan buffering padahal koneksi internet lancar, apalagi pas penayangan iklan malah eror",Negatif,10/19/2024 0:13
1,"baru kali ini make aplikasi jelek burik banget padahal internet lancar buat sosmed lainnya,tapi pas buat nonton di vidio pasti ngeleg selalu muncul tulisan ""koneksi internetmu hilang"" apk najis yg pernah gua pake",Negatif,10/18/2024 22:40
2,"Mahal gak merakyat mending di jala live , terus yg gratis juga gak ada semua massa premium beda banget sama apk qiu",Negatif,10/18/2024 18:50
1,Aplikasi macam apa ni Udah langganan sering keluar malah di suruh beli lagi,Negatif,10/18/2024 18:26
5,"Kualitas video dan gambarnya memuaskan, tolong dipertahanin terus kualitas nya dan perpanjang terus kontrak kalian dengan tim premier league. Supaya saya berlangganan terus disini. ☺🙆‍♂️",Positif,10/18/2024 17:00
5,Baik,Positif,10/18/2024 14:33
1,Kenapa paket yg baru saya beli tidak bisa digunakan setelah update apk,Negatif,10/18/2024 14:28
1,Cara daftar paketnya ribet banget harus pake email dobel udah gitu masih gagal. Ribet deh sumpah apk ini bikin emosiii banget.,Negatif,10/18/2024 14:13
5,Alhamdulillah,Positif,10/18/2024 13:59
5,Wea dan,Positif,10/18/2024 12:49
5,"Aplikasi yang bagus, sangat memuaskan",Positif,10/18/2024 12:10
1,NONTON LIGA 1 AJA HARUS LANGGANAN??? HAPUS AJA APK GA ADA GUNANYA,Negatif,10/18/2024 10:11
5,Ok,Positif,10/18/2024 10:08
1,"Aplikasi nya bagus, video lengkap,tetapi iklannya ga banget, terlalu banyak",Negatif,10/18/2024 9:46
5,Mantap lebih mudah,Positif,10/18/2024 9:35
5,Sangat bagus dan membantu.,Positif,10/18/2024 9:31
4,Selalu kesulitan pas proses pembayaran...,Negatif,10/18/2024 8:54
1,gimana ini saya udah langganan platinum 1 tahun tp gak bisa nonton BRI liga 1 ?,Negatif,10/18/2024 8:45
3,Ok cuma banyak iklan nya,Positif,10/18/2024 8:34
1,"ini aplikasi kyk perampok aja,masa dah paketin ke platinum buat nonton liga 1 .jalan baru 2 minggu mau liat liga 1 tiba2 diminta paketin ke premier.. dah paketin ke premier,blm abis masanya mau liat bola disuruh lgi paketin ke platinum.. gmna maksudnya gak jelas sama skali.apa harus paketin dua2nya gitu apa??",Negatif,10/18/2024 8:21
4,Good,Positif,10/18/2024 8:14
3,"Gimana caranya mau berhenti berlangganan, saya cari2 di paket saya tidak ketemu tulisan berhenti berlangganan",Negatif,10/18/2024 8:13
1,Rek,Negatif,10/18/2024 7:22
1,Klo bikin aplikasi yang bener dong kok iklan nya banyak banget mana durasi nya panjang lagi tolong dong kurangin durasi iklan nya,Negatif,10/18/2024 5:20
5,aplikasi streaming terbaik harga paket platinum juga sangat terjangkau dan banyak pilihan tontonan selain sepakbola,Positif,10/18/2024 3:43
5,"Setelah isi paket/berlangganan, saya sarankan buat liat update aplikasi video nya, kalo ngk diupdate kemungkinan buffring... Saya juga bingung awalnya, knp ngk buffring, ternyata dibuffring film ada keterangan suruh update aplikasi nya, setelah update baru bisa....semoga membantu🙏",Positif,10/18/2024 2:55
1,"Jika Sudah Keluar Dari Akun Lama,Terus Login Dgn Akun Yg Baru,Otomatis Ketika Kita Beli Paket Masuk Ny Ke Akun Yg Lama,Dan Paket Kita Yg Baru Saja Dibeli Tidak Dapat Digunakan",Negatif,10/18/2024 1:52
5,Sangat Bagus,Positif,10/17/2024 21:42
1,Jangan mau dwonload aplikasi ini. Film nya ga lengkap kebanyakan eror gabisaa diliat nyesal berlangganan disini masih mendinh netflix,Negatif,10/17/2024 19:47
1,siaran liga 1 selalu beli Ndak sperti tahun kemarin,Negatif,10/17/2024 18:50
5,Sangat baik,Positif,10/17/2024 18:15
2,Kiri mpilmbeepl,Negatif,10/17/2024 14:30
3,Sayang kecewa pake ini tidak bisa nonton pertandingan Persija vs persis Semarang,Negatif,10/17/2024 12:28
3,Taii udah ada paket nya buat nonton bola malah gak bisa,Negatif,10/17/2024 12:18
1,Udah berlangganan kagak bisa nonton liga 1 maksudnya apa kocak!! Makin mahal ternyata makin jelek!!!,Negatif,10/17/2024 12:17
2,System pembayaran ribet dan gak jelas tiba2 di tolak ketika di lakukan pembayaran ulang hanya karena gara2 jaringan !,Negatif,10/17/2024 9:58
1,Berlangganan dengan biaya yg segitu bagi saya luar biasa mahal. Tidak tertarik dengan harga yg ditawarkan. Undur diri perlahan. Say good bye...,Negatif,10/17/2024 9:28
1,langganan platinum malah tidak bisa nonton,Negatif,10/17/2024 8:41
5,Toko kolontong,Positif,10/17/2024 7:26
1,Sekaran setelah pembaruan kualitas video nya gak ada langsung otomatis jdi mahal kalo mo lihat video nya sekali liat durasi 1 jam habis 1 atau 2 gb semakin boros,Negatif,10/17/2024 5:35
1,"Apaan sudah berlangganan malah disuruh berlangganan lagi, padahal niatnya berlangganan pengen bebas nonton, tapi ini GK bisa nerusin nonton sampe episode akhir Disuruh beli lagi paket premium padahal sudah bayar berlangganan premium untuk sebulan.",Negatif,10/17/2024 5:13
1,Aplikasi kikir jir harus bayar dulu😹 p2w banget woilah 🤣,Negatif,10/17/2024 5:00
1,"Untuk akun aplikasi vidio tolong dong kerja sama nya , saya udah beli paket secara otomatis tapi kenapa pas buka aplikasi vidio ada tulisan beli paket langganan ya ? Sangat tidak jelas sekali aplikasi vidio !!! Saya ada tanda buktinya di dana saya uang ada 50 K , eh tiba tiba ke sedot sendiri dari aplikasi vidio secara otomatis , saya langsung ke aplikasi vidio eh malah ada tulisan beli paket langganan lagi ? Sangat tidak jelas",Negatif,10/16/2024 18:19
1,App matre,Negatif,10/16/2024 17:16
1,"Kalau memang ga available bayar lewat google pay, ga usah di sediakan di aplikasi Orang udh isi saldo di google malah ga bisa bayar Di email ga di jawab Saldo google Play cukup tapi ga bisa bayar Saldo google Play 50K langganan 43K Bangke",Negatif,10/16/2024 16:02
1,Nyesel udh langganan ga ada film horor padahal berharap nonton flm horor,Negatif,10/16/2024 15:41
2,Tolong iklannya dikurangi karna itu sangat menggangu,Negatif,10/16/2024 13:38
1,"Aplikasi dungu, tolol,,, suka nyedot duit org secara langsung",Negatif,10/16/2024 13:14
2,Tidak bisa di update di tv box android mini Q3 percuma udah langganan tidak bisa ke buka.,Negatif,10/16/2024 12:44
5,Bgus sih cuma kurang lengkap aja,Positif,10/16/2024 12:14
4,Lumayan,Positif,10/16/2024 10:02
3,Banyak iklan & episodenya acak²,Negatif,10/16/2024 9:35
4,"Iklan nya coba kurangin,masa gua udah berlangganan masih aja iklan mulu",Negatif,10/16/2024 9:11
1,Sebagian film premium Korea sudah di hapus ya saya nyari film yg saya sudah tonton saya cari lgi udah gak ada,Negatif,10/16/2024 8:32
1,"percuma juga download videonya gabisa disimpen ke galeri dan kalau nonton dengan keadaan data seluler/wifi aktif ya sama aja kek belum didownload, Kocak ngabisin kuota kurang seru menurutku lebih seruan apk sebelau film layar lebar",Negatif,10/16/2024 7:49
5,Sukak,Positif,10/16/2024 6:11
2,"Saya udah langganan setahun,tapi kenapa tiap nonton film disuruh berlangganan lagii heran dah,cuman mau nonton film aja kaga bisa👁️👄👁️",Negatif,10/16/2024 2:33
1,"Vidio ini tambah lama tambah parah. Masak conmebol hari ini yg ditayangkan cuma uruguay vs ecuador, sementara argentina vs bolivia, dan lain lain tidak ditayangkan. Mau alasan apa lagi kalau sudah begini?",Negatif,10/16/2024 1:23
5,Tidak bisa di unduh,Negatif,10/16/2024 0:45
1,lagi nonton sering berenti berenti sendiri gajelas,Negatif,10/16/2024 0:42
4,Nice job..,Positif,10/15/2024 17:34
1,Gimana caranya nih masukin voucher dari kredivo... Saya dah beli lewat kredivo GK bisa,Negatif,10/15/2024 16:30
3,Lumayan bagus,Positif,10/15/2024 15:45
1,"Mendingan di hapus aja apk sampah, percuma download apk ini gk bisa nonton bola,gk bermutu",Negatif,10/15/2024 15:08
1,Buruk sekali,Negatif,10/15/2024 14:44
1,Gak bisa nonton Indonesia kualifikasi piala dunia,Negatif,10/15/2024 14:37
1,Aplikasi apaan iklan sepanjang bumi udah download nggak bisa harus beli kalau mau download lu nagih hutang apa gimana,Negatif,10/15/2024 14:29
1,"Udah premium tapi rupanya jauh lebih lengkap netflix, udah gtu terlalu banyak yg di sensor, banyak kurangnya masih, gak worth it, maaf saya balik ke netflix aja",Negatif,10/15/2024 14:28
4,Baik,Positif,10/15/2024 14:27
1,"dua paket aktip berharap bisa nonton bola, ternyata nihil RCTI tidak ada dan chanel yg menyiarkan Indonesia vs cina pun tak ada, sampah. 200k akhirnya di uninstall juga.",Negatif,10/15/2024 13:38
1,mahal kali harga platinum + premier League naeknya,Negatif,10/15/2024 13:21
1,"Apa beli paket sport malah ngga bisa kebuka,payahhh👎👎👎",Negatif,10/15/2024 13:07
1,Hapus aja aplikasi nya ini udh langganan masak gk bisa nonton live bola sial,Negatif,10/15/2024 12:56
5,Like,Positif,10/15/2024 12:44
4,ini snagt bagus untuk menonton bola,Positif,10/15/2024 12:18
5,Bagus banget aplikasinya aku suka bermanfaat,Positif,10/15/2024 12:12
1,Saran kalo bisa untuk pengguna baru .ada vocer untuk nonton live 1 kali bang biar pada minat,Negatif,10/15/2024 12:10
1,"Dh beli paket mahal, gk bisa nonton timas main ajg, aplikasi gk guna, cuma reaction donk, hedeuhh",Negatif,10/15/2024 11:57
3,Baik,Positif,10/15/2024 11:23
1,Mahal bgt sekarang harga paketnya harusnya kerja sama dengan indihome jd pengguna indihome bisa dapet harga spesial,Negatif,10/15/2024 11:11
4,GOOD,Positif,10/15/2024 9:38
1,Kenapa saat nonton suke&beita episode nya ada yang gagal dimuatt!!!!!!! yang gabisa dibuka yang 21 Agustus sama 22 Agustus,Negatif,10/15/2024 8:07
1,"Iklan kurangin, kebanyakan",Negatif,10/15/2024 7:57
5,senang dengan live streaming sports,Positif,10/15/2024 5:28
5,"Kerren, gratis lagi",Positif,10/15/2024 4:35
5,😘,Positif,10/15/2024 2:25
5,Mantap,Positif,10/15/2024 0:18
1,"apa ini register sama login selalu error, dan penyebab error tidak di jelaskan",Negatif,10/14/2024 22:24
1,Saya tuh mau download vidio karena ada Lesti...mau nonton 1dekade LESTI eeh malah g bisa hadeeeuh vidio vidio gk jelas bgt lu aplikasi,Negatif,10/14/2024 20:53
5,Saya mau unggah vidio,Positif,10/14/2024 20:49
1,"Sungguh aneh, saya telah berlangganan paket Serie a dan F1, yang otomatis bisa menikmati semua siaran di paket platinum, ketika saya mau menonton siaran platinum tersebut malah di haruskan untuk membeli paket platinum , sedangkan paket Serie a saya masih aktif, aneh sekali ini vidio",Negatif,10/14/2024 18:57
1,Paketnya tolong di bikin simpel saja Khusus utk acara bola lebih baik paketnya di bikin tiap sabtu minggu atau kalo ada pertandingan saja. Karna terbuang sia2 sudah langganan sebulan tapi siaran bolanya cuma sabtu minggu... Sudah makan kuota gede lagi,Negatif,10/14/2024 17:56
2,Ayoklah bung harga buat nonton jangan semakin mahal udh enak kn malah pake data jangan pula beli ini itu baru boleh nonton udh sama² rugi nya kami.,Negatif,10/14/2024 14:37
5,VIdio,Positif,10/14/2024 14:06
1,Semenjak download cuma SCTV yg bnyak bngt iklan nya udah gitu ga bisa di skip,Negatif,10/14/2024 12:39
5,Puas,Positif,10/14/2024 12:19
5,Terbaik,Positif,10/14/2024 9:58
5,Bagus,Positif,10/14/2024 8:09
5,"Kok ndak ada promo lagi,tambahin film james bond dong",Negatif,10/14/2024 5:40
1,kacau emg ini aplikasi 2x pembayaran gopay gaada konfirmasi langsung maen potong aje di gopay!,Negatif,10/14/2024 1:10
5,Ok,Positif,10/13/2024 19:50
1,"padahal ga klik otomatis berlangganan, tapi tiba2 saldo udah kepotong aja babi",Negatif,10/13/2024 18:48
4,Top banget...,Positif,10/13/2024 16:02
1,Ah... ini apk semakin jelek,Negatif,10/13/2024 15:37
1,Oke masuk,Positif,10/13/2024 15:35
3,Kok sekarang makin lemot ya,Negatif,10/13/2024 14:50
3,"Aplikasi nggak jelas.... Udah bayar paket, tetap aja disuruh bayar terusss.... Mau nguras uang apa...",Negatif,10/13/2024 14:44
4,Semakin baik,Positif,10/13/2024 14:25
1,Lanjutkan kebijakan nya bung gak guna klo di luar negri,Negatif,10/13/2024 14:21
1,berlangganan malah sering gak stabil .....hadeh...payah,Negatif,10/13/2024 13:29
5,Saya suka berlangganan aplikasi Vidio,Positif,10/13/2024 13:16
3,Semua masih bagus cuman terlalu banyak iklan setiap 5 menit iklan 5 menit iklan,Negatif,10/13/2024 12:55
3,"Suaranya jalan, tapi gambarnya gak jalan. Padahal sinyal lancar",Negatif,10/13/2024 11:02
1,"Saya udah berlangganan 1 tahun, tapi paket tidak aktif",Negatif,10/13/2024 10:00
2,kalau nonton banyak nguras data terus mahal,Negatif,10/13/2024 9:06
2,John wick 4 kok g ad,Negatif,10/13/2024 8:51
1,Kebanyakan iklan.....,Negatif,10/13/2024 7:38
1,Kebanyakan iklan,Negatif,10/13/2024 7:21
1,"Siaran bolanya kadang eror, siaran bola antara persik vs psm nggak dilanjutkan padahal pertandingan belum selesai. Saya juga minta vinland saga season 2 dong min.",Negatif,10/13/2024 5:40
